SRR5117446.Contig_6098_46.598_length_515	515
SRR5117446.Contig_6291_2458.09_length_3451	3451
SRR5117446.Contig_6330_20.8254_length_879	879
SRR5117446.Contig_6341_62.5969_length_660	660
SRR5117446.Contig_6351_62.6943_length_684	684
SRR5117446.Contig_6369_20250.8_length_710	710
SRR5117446.Contig_6388_16336.5_length_4583	4583
SRR5117446.Contig_6430_29.6655_length_1147	1147
SRR5117446.Contig_6505_271.385_length_818	818
SRR5117446.Contig_6521_1181.08_length_1258	1258
SRR5117446.Contig_6553_535.292_length_3904	3904
SRR5117446.Contig_6569_93.1924_length_836	836
SRR5117446.Contig_6583_39.4991_length_599	599
SRR5117446.Contig_6614_280.083_length_2446	2446
SRR5117446.Contig_6630_4142.62_length_1271	1271
SRR5117446.Contig_6646_14450.2_length_4603	4603
SRR5117446.Contig_6690_57.1455_length_515	515
SRR5117446.Contig_6712_124.954_length_1859	1859
SRR5117446.Contig_6742_19.5567_length_726	726
SRR5117446.Contig_6756_149.21_length_972	972
SRR5117446.Contig_6879_144.599_length_912	912
SRR5117446.Contig_6943_841.384_length_697	697
SRR5117446.Contig_7081_52.877_length_654	654
SRR5117446.Contig_7150_1479.72_length_1523	1523
SRR5117446.Contig_7253_186.756_length_2953	2953
SRR5117446.Contig_7371_2272.15_length_573	573
SRR5117446.Contig_7374_407.821_length_734	734
SRR5117446.Contig_7408_9063.56_length_667	667
SRR5117446.Contig_7415_81.8052_length_523	523
SRR5117446.Contig_7461_131.217_length_2633	2633
SRR5117446.Contig_7467_267.722_length_1225	1225
SRR5117446.Contig_7472_145.061_length_4894	4894
SRR5117446.Contig_7522_81.6204_length_747	747
SRR5117446.Contig_7533_97.6073_length_598	598
SRR5117446.Contig_7561_38.1038_length_521	521
SRR5117446.Contig_7652_68.1616_length_707	707
SRR5117446.Contig_7655_120.632_length_972	972
SRR5117446.Contig_7719_49.4237_length_1259	1259
SRR5117446.Contig_7803_14937.9_length_551	551
SRR5117446.Contig_7862_427.16_length_857	857
SRR5117446.Contig_7981_103.248_length_577	577
SRR5117446.Contig_8120_161.341_length_1919	1919
SRR5117446.Contig_8130_94.7326_length_884	884
SRR5117446.Contig_8153_170.762_length_537	537
SRR5117446.Contig_8202_6008.74_length_609	609
SRR5117446.Contig_8208_11707.6_length_590	590
SRR5117446.Contig_8225_241.608_length_541	541
SRR5117446.Contig_8280_186.665_length_1124	1124
SRR5117446.Contig_8409_9997.24_length_570	570
SRR5117446.Contig_8411_130.016_length_818	818
SRR5117446.Contig_8412_40.4177_length_779	779
SRR5117446.Contig_8441_275.291_length_567	567
SRR5117446.Contig_8541_217.292_length_3322	3322
SRR5117446.Contig_8557_248.3_length_510	510
SRR5117446.Contig_8607_443.041_length_601	601
SRR5117446.Contig_8650_395.923_length_798	798
SRR5117446.Contig_8685_43.454_length_650	650
SRR5117446.Contig_8856_224.101_length_1832	1832
SRR5117446.Contig_8900_236.69_length_527	527
SRR5117446.Contig_8962_42.5504_length_754	754
SRR5117446.Contig_8982_296.463_length_525	525
SRR5117446.Contig_8991_47.549_length_847	847
SRR5117446.Contig_8994_39.9863_length_750	750
SRR5117446.Contig_9054_36.0601_length_619	619
SRR5117446.Contig_9097_599.862_length_815	815
SRR5117446.Contig_9218_35.3643_length_698	698
SRR5117446.Contig_9242_142.852_length_957	957
SRR5117446.Contig_9256_66.361_length_923	923
SRR5117447.Contig_255_29.5684_length_1642	1642
SRR5117447.Contig_511_879.74_length_662	662
SRR5117447.Contig_765_15.8209_length_2175	2175
SRR5117447.Contig_810_25172.7_length_1498	1498
SRR5117447.Contig_876_16.205_length_825	825
SRR5117447.Contig_983_14629.1_length_1448	1448
SRR5117447.Contig_1007_2149.22_length_1907	1907
SRR5117447.Contig_1058_12.7958_length_637	637
SRR5117447.Contig_1125_14755.3_length_530	530
SRR5117447.Contig_1345_13.9222_length_521	521
SRR5117447.Contig_1906_41.721_length_823	823
SRR5117447.Contig_2428_16177.6_length_1355	1355
SRR5117447.Contig_2593_2549.79_length_3162	3162
SRR5117447.Contig_2600_1345.95_length_523	523
SRR5117447.Contig_3063_39124.4_length_809	809
SRR5117447.Contig_3094_98690.7_length_749	749
SRR5117447.Contig_3145_65.0781_length_1083	1083
SRR5117447.Contig_3193_33.8714_length_759	759
SRR5117447.Contig_3457_2155.35_length_552	552
SRR5117447.Contig_3671_14.5259_length_560	560
SRR5117447.Contig_4078_62.0799_length_1497	1497
SRR5117447.Contig_4126_22.1271_length_1035	1035
SRR5117447.Contig_4767_118687_length_3782	3782
SRR5117447.Contig_4779_12.456_length_531	531
SRR5117447.Contig_4786_21367.3_length_1331	1331
SRR5117447.Contig_4931_19.5422_length_719	719
SRR5117447.Contig_5079_52811.5_length_598	598
SRR5117447.Contig_5156_35990.4_length_2162	2162
SRR5117447.Contig_5574_7061.83_length_1176	1176
SRR5117447.Contig_5615_10.8616_length_699	699
SRR5117447.Contig_5861_14.391_length_1782	1782
SRR5117447.Contig_5950_279887_length_740	740
SRR5117447.Contig_6006_2147.61_length_1044	1044
SRR5117447.Contig_6140_13.3209_length_849	849
SRR5117447.Contig_6185_1744.28_length_563	563
SRR5117447.Contig_6330_24.7271_length_577	577
SRR5117447.Contig_6383_1167.5_length_517	517
SRR5117447.Contig_6616_145.947_length_1339	1339
SRR5117447.Contig_6624_238711_length_886	886
SRR5117447.Contig_6703_1773.8_length_1843	1843
SRR5117447.Contig_6717_3346.12_length_574	574
SRR5117447.Contig_6826_27.2771_length_1478	1478
SRR5117447.Contig_6957_8586.28_length_524	524
SRR5117447.Contig_7000_22.2962_length_550	550
SRR5117447.Contig_7022_20.3041_length_671	671
SRR5117447.Contig_7025_79.8547_length_2401	2401
SRR5117447.Contig_7037_16913.7_length_1705	1705
SRR5117447.Contig_7143_13.9326_length_806	806
SRR5117447.Contig_7361_60434.9_length_1274	1274
SRR5117447.Contig_7662_40.1311_length_1256	1256
SRR5117447.Contig_7845_18.0264_length_512	512
SRR5117447.Contig_8282_70.2288_length_4377	4377
SRR5117447.Contig_8863_105711_length_586	586
SRR5117447.Contig_8882_71.8401_length_852	852
SRR5117447.Contig_9117_25.6389_length_8167	8167
SRR5117447.Contig_9175_15.3452_length_553	553
SRR5117447.Contig_9619_8760.93_length_572	572
SRR5117447.Contig_9742_11654.8_length_900	900
SRR5117447.Contig_9809_116687_length_3809	3809
SRR5117447.Contig_10204_77730.4_length_9212	9212
SRR5117447.Contig_10329_2190.45_length_617	617
SRR5117447.Contig_10525_38.3068_length_623	623
SRR5117447.Contig_10630_2577.78_length_576	576
SRR5117447.Contig_10917_115.348_length_1725	1725
SRR5117448.Contig_16_47.4135_length_956	956
SRR5117448.Contig_44_105.77_length_2607	2607
SRR5117448.Contig_47_6037.96_length_538	538
SRR5117448.Contig_50_41.7119_length_1155	1155
SRR5117448.Contig_54_1195.23_length_1183	1183
SRR5117448.Contig_66_56.7842_length_1035	1035
SRR5117448.Contig_67_245.942_length_865	865
SRR5117448.Contig_71_739.976_length_609	609
SRR5117448.Contig_76_1865.74_length_704	704
SRR5117448.Contig_96_468.981_length_740	740
SRR5117448.Contig_110_110.783_length_1832	1832
SRR5117448.Contig_113_74.3213_length_1567	1567
SRR5117448.Contig_124_157.639_length_2158	2158
SRR5117448.Contig_128_53.1314_length_1960	1960
SRR5117448.Contig_132_36765.2_length_4481	4481
SRR5117448.Contig_141_48.5382_length_1460	1460
SRR5117448.Contig_171_17767.1_length_944	944
SRR5117448.Contig_179_170.131_length_616	616
SRR5117448.Contig_190_30.553_length_1002	1002
SRR5117448.Contig_194_72.7738_length_630	630
SRR5117448.Contig_198_87.8098_length_1792	1792
SRR5117448.Contig_204_6852.63_length_574	574
SRR5117448.Contig_219_1081.24_length_619	619
SRR5117448.Contig_228_38313.3_length_535	535
SRR5117448.Contig_231_36.4295_length_502	502
SRR5117448.Contig_235_28730.3_length_512	512
SRR5117448.Contig_238_698.862_length_2271	2271
SRR5117448.Contig_257_71.2902_length_692	692
SRR5117448.Contig_266_524.504_length_951	951
SRR5117448.Contig_271_471.383_length_649	649
SRR5117448.Contig_274_3270.4_length_560	560
SRR5117448.Contig_283_47.1947_length_1068	1068
SRR5117448.Contig_291_429.705_length_4387	4387
SRR5117448.Contig_308_379.508_length_514	514
SRR5117448.Contig_310_9454.25_length_859	859
SRR5117448.Contig_311_279.23_length_569	569
SRR5117448.Contig_314_572.42_length_684	684
SRR5117448.Contig_351_8403.03_length_630	630
SRR5117448.Contig_368_204.335_length_697	697
SRR5117448.Contig_369_3588.92_length_886	886
SRR5117448.Contig_383_169.195_length_902	902
SRR5117448.Contig_387_297.814_length_594	594
SRR5117448.Contig_411_38.0294_length_904	904
SRR5117448.Contig_425_2470.47_length_671	671
SRR5117448.Contig_432_1336.59_length_2291	2291
SRR5117448.Contig_434_393.754_length_1467	1467
SRR5117448.Contig_440_30.9729_length_1346	1346
SRR5117448.Contig_447_3551.27_length_537	537
SRR5117448.Contig_467_96.1285_length_2004	2004
SRR5117448.Contig_471_1924.33_length_641	641
SRR5117448.Contig_473_223.564_length_515	515
SRR5117448.Contig_476_3646.51_length_507	507
SRR5117448.Contig_482_1418.56_length_587	587
SRR5117448.Contig_484_5224.63_length_642	642
SRR5117448.Contig_500_39.3082_length_974	974
SRR5117448.Contig_507_139.699_length_996	996
SRR5117448.Contig_527_37.5566_length_780	780
SRR5117448.Contig_532_1612.55_length_803	803
SRR5117448.Contig_537_319066_length_599	599
SRR5117448.Contig_539_2379.61_length_506	506
SRR5117448.Contig_544_264.04_length_762	762
SRR5117448.Contig_550_128.063_length_713	713
SRR5117448.Contig_582_321.648_length_896	896
SRR5117448.Contig_607_8740.56_length_1917	1917
SRR5117448.Contig_614_87.8116_length_1018	1018
SRR5117448.Contig_615_88.8352_length_936	936
SRR5117448.Contig_632_269.88_length_554	554
SRR5117448.Contig_636_299.073_length_2303	2303
SRR5117448.Contig_644_48.5895_length_573	573
SRR5117448.Contig_647_35.1942_length_504	504
SRR5117448.Contig_648_34121.9_length_787	787
SRR5117448.Contig_658_479.724_length_646	646
SRR5117448.Contig_668_10681.1_length_1356	1356
SRR5117448.Contig_672_36.2144_length_906	906
SRR5117448.Contig_673_161965_length_590	590
SRR5117448.Contig_674_27.4264_length_550	550
SRR5117448.Contig_677_69.2735_length_638	638
SRR5117448.Contig_685_44.5209_length_1909	1909
SRR5117448.Contig_686_37095.9_length_852	852
SRR5117448.Contig_699_6118.53_length_816	816
SRR5117448.Contig_716_2219.72_length_1147	1147
SRR5117448.Contig_720_55.577_length_630	630
SRR5117448.Contig_723_987.419_length_2756	2756
SRR5117448.Contig_724_2269.74_length_866	866
SRR5117448.Contig_733_120.142_length_968	968
SRR5117448.Contig_758_19557.9_length_2951	2951
SRR5117448.Contig_760_5258.92_length_1150	1150
SRR5117448.Contig_761_272.082_length_621	621
SRR5117448.Contig_780_1033.05_length_859	859
SRR5117448.Contig_781_26.3976_length_855	855
SRR5117448.Contig_810_33.12_length_1453	1453
SRR5117448.Contig_820_267.004_length_529	529
SRR5117448.Contig_821_398496_length_1160	1160
SRR5117448.Contig_824_3454.79_length_1082	1082
SRR5117448.Contig_832_30.8179_length_1750	1750
SRR5117448.Contig_843_477.697_length_3061	3061
SRR5117448.Contig_849_10031.9_length_536	536
SRR5117448.Contig_850_8757.91_length_582	582
SRR5117448.Contig_851_337.132_length_519	519
SRR5117448.Contig_853_9697.22_length_839	839
SRR5117448.Contig_870_297.548_length_1069	1069
SRR5117448.Contig_881_84.9188_length_1239	1239
SRR5117449.Contig_279_24.2016_length_1012	1012
SRR5117449.Contig_296_52271.9_length_554	554
SRR5117449.Contig_701_210.932_length_1430	1430
SRR5117449.Contig_797_180.036_length_2278	2278
SRR5117449.Contig_866_318.864_length_786	786
SRR5117449.Contig_875_204.908_length_706	706
SRR5117449.Contig_892_16.4963_length_699	699
SRR5117449.Contig_941_38.0751_length_1685	1685
SRR5117449.Contig_1000_16.3663_length_667	667
SRR5117449.Contig_1160_46.3554_length_805	805
SRR5117449.Contig_1170_73.9165_length_667	667
SRR5117449.Contig_1175_3073.32_length_699	699
SRR5117449.Contig_1184_11.2094_length_550	550
SRR5117449.Contig_1277_29.0845_length_3522	3522
SRR5117449.Contig_1377_4303.83_length_737	737
SRR5117449.Contig_1399_51.6534_length_825	825
SRR5117449.Contig_1418_308.189_length_566	566
SRR5117449.Contig_1477_179.546_length_1183	1183
SRR5117449.Contig_1538_34.2641_length_535	535
SRR5117449.Contig_1601_175.955_length_2627	2627
SRR5117449.Contig_1669_13.8218_length_890	890
SRR5117449.Contig_1730_3360.79_length_1028	1028
SRR5117449.Contig_1779_34.5317_length_1722	1722
SRR5117449.Contig_1863_39.9321_length_2728	2728
SRR5117449.Contig_1898_33.9377_length_1289	1289
SRR5117449.Contig_2084_68.8856_length_1008	1008
SRR5117449.Contig_2116_44.9543_length_2165	2165
SRR5117449.Contig_2142_2127.81_length_847	847
SRR5117449.Contig_2179_16.6619_length_505	505
SRR5117449.Contig_2273_1273.8_length_888	888
SRR5117449.Contig_2277_25.1111_length_731	731
SRR5117449.Contig_2726_250.053_length_683	683
SRR5117449.Contig_2859_932.597_length_2007	2007
SRR5117449.Contig_3239_34.8019_length_545	545
SRR5117449.Contig_3259_27.3946_length_1439	1439
SRR5117449.Contig_3487_323.001_length_1037	1037
SRR5117449.Contig_3536_14.3894_length_662	662
SRR5117449.Contig_3556_38.1436_length_1141	1141
SRR5117449.Contig_3557_29.7469_length_901	901
SRR5117449.Contig_3652_275.541_length_1050	1050
SRR5117449.Contig_3908_101.289_length_884	884
SRR5117449.Contig_3942_3649.69_length_544	544
SRR5117449.Contig_3996_12.9263_length_644	644
SRR5117449.Contig_4016_2432.5_length_531	531
SRR5117449.Contig_4027_350.944_length_1846	1846
SRR5117449.Contig_4062_35.0595_length_2509	2509
SRR5117449.Contig_4067_42.6047_length_1305	1305
SRR5117449.Contig_4098_17.0677_length_1482	1482
SRR5117449.Contig_4108_21.9004_length_793	793
SRR5117449.Contig_4169_385.928_length_870	870
SRR5117449.Contig_4183_19.0291_length_1804	1804
SRR5117449.Contig_4302_113.827_length_2332	2332
SRR5117449.Contig_4338_362.943_length_1193	1193
SRR5117449.Contig_4397_23.8111_length_793	793
SRR5117449.Contig_4678_22.247_length_850	850
SRR5117449.Contig_4716_56.28_length_595	595
SRR5117449.Contig_4788_14.2831_length_1062	1062
SRR5117449.Contig_4792_738.395_length_5543	5543
SRR5117449.Contig_4794_3359.99_length_504	504
SRR5117449.Contig_4849_17.3444_length_560	560
SRR5117449.Contig_4877_47.8845_length_730	730
SRR5117449.Contig_5147_25.8076_length_966	966
SRR5117449.Contig_5152_12.0103_length_507	507
SRR5117449.Contig_5217_19.5844_length_838	838
SRR5117449.Contig_5246_1524.43_length_793	793
SRR5117449.Contig_5269_215.659_length_1068	1068
SRR5117449.Contig_5276_30.3694_length_805	805
SRR5117449.Contig_5468_12.4371_length_759	759
SRR5117449.Contig_5528_147.903_length_3541	3541
SRR5117449.Contig_5695_40.6573_length_1730	1730
SRR5117449.Contig_5751_3002.87_length_1185	1185
SRR5117449.Contig_5789_22.9473_length_1178	1178
SRR5117449.Contig_5894_29.8014_length_1450	1450
SRR5117449.Contig_5899_17.531_length_1182	1182
SRR5117449.Contig_5938_12.2038_length_540	540
SRR5117449.Contig_5939_3729.02_length_522	522
SRR5117449.Contig_6078_37.3386_length_2448	2448
SRR5117449.Contig_6109_2991.53_length_1124	1124
SRR5117449.Contig_6186_17.5719_length_597	597
SRR5117449.Contig_6187_21.9507_length_629	629
SRR5117449.Contig_6328_18.4702_length_877	877
SRR5117449.Contig_6370_111.974_length_2915	2915
SRR5117449.Contig_6515_21.574_length_1189	1189
SRR5117449.Contig_6545_449886_length_7855	7855
SRR5117449.Contig_6646_27.284_length_1566	1566
SRR5117449.Contig_6652_24.7575_length_4759	4759
SRR5117449.Contig_6677_51299.3_length_770	770
SRR5117449.Contig_6678_18.4689_length_775	775
SRR5117449.Contig_6700_2483.2_length_825	825
SRR5117449.Contig_6780_16.0318_length_649	649
SRR5117449.Contig_6832_17.757_length_773	773
SRR5117449.Contig_7066_14.2269_length_972	972
SRR5117449.Contig_7571_89.7749_length_1397	1397
SRR5117449.Contig_7777_21.8176_length_519	519
SRR5117449.Contig_7797_17.6423_length_1692	1692
SRR5117449.Contig_7824_362.164_length_915	915
SRR5117449.Contig_8117_23.6567_length_1596	1596
SRR5117449.Contig_8254_315.747_length_1386	1386
SRR5117449.Contig_8305_2871.77_length_1697	1697
SRR5117449.Contig_8359_14.2108_length_703	703
SRR5117449.Contig_8458_208.512_length_582	582
SRR5117449.Contig_8473_54.8535_length_532	532
SRR5117449.Contig_8515_29.1703_length_1271	1271
SRR5117449.Contig_8544_21.2974_length_1375	1375
SRR5117449.Contig_8549_30.9941_length_863	863
SRR5117449.Contig_8639_146.38_length_572	572
SRR5117449.Contig_9178_149274_length_524	524
SRR5117449.Contig_9222_66.1334_length_1324	1324
SRR5117449.Contig_9312_78.8278_length_1338	1338
SRR5117449.Contig_9379_54.1317_length_2639	2639
SRR5117449.Contig_9639_18.0945_length_1596	1596
SRR5117450.Contig_522_11187.9_length_566	566
SRR5117450.Contig_549_369.188_length_1976	1976
SRR5117450.Contig_820_97272.1_length_572	572
SRR5117450.Contig_910_18.5039_length_1040	1040
SRR5117450.Contig_1017_142.726_length_6550	6550
SRR5117450.Contig_1397_9.70304_length_579	579
SRR5117450.Contig_1417_57.8469_length_4565	4565
SRR5117450.Contig_1679_9.13321_length_568	568
SRR5117450.Contig_1808_27.5604_length_657	657
SRR5117450.Contig_1844_15345.8_length_889	889
SRR5117450.Contig_1946_18657.1_length_759	759
SRR5117450.Contig_1953_20.1828_length_1382	1382
SRR5117450.Contig_1957_34539.1_length_827	827
SRR5117450.Contig_2271_15073.6_length_822	822
SRR5117450.Contig_2282_24.3055_length_583	583
SRR5117450.Contig_2300_11483.3_length_2621	2621
SRR5117450.Contig_2305_14592.6_length_845	845
SRR5117450.Contig_2458_17.8115_length_1893	1893
SRR5117450.Contig_2535_99701.5_length_731	731
SRR5117450.Contig_2578_2085.06_length_632	632
SRR5117450.Contig_2611_4460.77_length_649	649
SRR5117450.Contig_2931_13333.9_length_621	621
SRR5117450.Contig_2957_74.6619_length_9162	9162
SRR5117450.Contig_3460_19.1034_length_629	629
SRR5117450.Contig_3495_4523.49_length_568	568
SRR5117450.Contig_3579_12.1359_length_660	660
SRR5117450.Contig_3790_115649_length_530	530
SRR5117450.Contig_4008_9.23486_length_565	565
SRR5117450.Contig_4010_6641.17_length_547	547
SRR5117450.Contig_4049_19.4305_length_1502	1502
SRR5117450.Contig_4080_25770.9_length_1019	1019
SRR5117450.Contig_4114_168311_length_769	769
SRR5117450.Contig_4224_16.7065_length_572	572
SRR5117450.Contig_4316_15.2775_length_665	665
SRR5117450.Contig_4361_9.5114_length_853	853
SRR5117450.Contig_4665_55537.3_length_664	664
SRR5117450.Contig_4693_697.924_length_1360	1360
SRR5117450.Contig_4768_14.2699_length_535	535
SRR5117450.Contig_4996_41.4777_length_1634	1634
SRR5117450.Contig_5051_32.2783_length_523	523
SRR5117450.Contig_5060_9560.51_length_1544	1544
SRR5117450.Contig_5157_102.349_length_1242	1242
SRR5117450.Contig_5177_2762.08_length_625	625
SRR5117450.Contig_5267_54932.5_length_569	569
SRR5117450.Contig_5332_30.2499_length_2693	2693
SRR5117450.Contig_5488_23.1217_length_1745	1745
SRR5117450.Contig_5506_66.6933_length_858	858
SRR5117450.Contig_5512_27.8073_length_648	648
SRR5117450.Contig_5676_7962.6_length_1586	1586
SRR5117450.Contig_6197_13.2855_length_738	738
SRR5117450.Contig_6452_12323.1_length_796	796
SRR5117450.Contig_6488_11.6024_length_606	606
SRR5117450.Contig_6534_36.1713_length_1958	1958
SRR5117450.Contig_6646_13010.7_length_1308	1308
SRR5117450.Contig_6684_13.4875_length_621	621
SRR5117450.Contig_6734_330.366_length_668	668
SRR5117450.Contig_6748_17.8611_length_531	531
SRR5117450.Contig_7008_22.25_length_1060	1060
SRR5117450.Contig_7101_12.0875_length_911	911
SRR5117450.Contig_7127_88.0601_length_636	636
SRR5117450.Contig_7156_59.6624_length_645	645
SRR5117450.Contig_7160_35941_length_543	543
SRR5117450.Contig_7171_13.7312_length_619	619
SRR5117450.Contig_7265_15.7355_length_538	538
SRR5117450.Contig_7286_17.2437_length_615	615
SRR5117450.Contig_7287_49.4584_length_862	862
SRR5117450.Contig_7421_278.135_length_983	983
SRR5117450.Contig_7541_51018.7_length_688	688
SRR5117450.Contig_7544_17.7975_length_652	652
SRR5117450.Contig_7575_11.925_length_673	673
SRR5117450.Contig_7579_74942.2_length_804	804
SRR5117450.Contig_7673_20.6923_length_657	657
SRR5117450.Contig_7719_93718.9_length_1295	1295
SRR5117450.Contig_7754_25.0085_length_1195	1195
SRR5117450.Contig_8063_8820.86_length_1426	1426
SRR5117450.Contig_8354_15.5258_length_680	680
SRR5117450.Contig_8374_39540.7_length_1045	1045
SRR5117450.Contig_8423_55410.3_length_914	914
SRR5117450.Contig_8487_15.7071_length_515	515
SRR5117450.Contig_8558_24.0413_length_529	529
SRR5117450.Contig_8660_86.4309_length_3443	3443
SRR5117450.Contig_9019_175412_length_911	911
SRR5117450.Contig_9149_23.2254_length_3210	3210
SRR5117450.Contig_9186_14.4489_length_2223	2223
SRR5117450.Contig_9228_158.37_length_1316	1316
SRR5117450.Contig_9237_31.6211_length_2324	2324
SRR5117450.Contig_9303_14.0761_length_940	940
SRR5117450.Contig_9319_32393_length_742	742
SRR5117450.Contig_9340_21.452_length_666	666
SRR5117450.Contig_9444_81876.4_length_566	566
SRR5117450.Contig_9445_158590_length_1967	1967
SRR5117450.Contig_9795_16844_length_1696	1696
SRR5117450.Contig_9976_65431_length_1367	1367
SRR5117450.Contig_10707_44.8394_length_2710	2710
SRR5117450.Contig_10747_129.307_length_577	577
SRR5117450.Contig_10755_65063.4_length_1333	1333
SRR5117450.Contig_10818_31.0138_length_527	527
SRR5117450.Contig_10850_13.2387_length_1432	1432
SRR5117450.Contig_10861_1213.08_length_1912	1912
SRR5117450.Contig_10900_11.6486_length_942	942
SRR5117450.Contig_10933_16704.9_length_1603	1603
SRR5117450.Contig_10956_62.3857_length_1568	1568
SRR5117450.Contig_11103_19.1796_length_1306	1306
SRR5117450.Contig_11311_4817.71_length_531	531
SRR5136449.Contig_9341_13.4877_length_9983	9983
SRR5136450.Contig_10311_8.41589_length_1732	1732
SRR5136450.Contig_41916_8.80424_length_1011	1011
SRR5136450.Contig_90705_12.3278_length_2418	2418
SRR5136450.Contig_107790_12.9606_length_2993	2993
SRR5136450.Contig_108490_8.5778_length_1299	1299
SRR5136451.Contig_31876_15586.4_length_2041	2041
SRR5136452.Contig_12272_34.197_length_1269	1269
SRR5136452.Contig_15476_26.9323_length_1542	1542
SRR5136452.Contig_54822_37.8147_length_3522	3522
SRR5136452.Contig_56473_20.3396_length_603	603
SRR5136452.Contig_62334_30.6017_length_1230	1230
SRR5136452.Contig_65215_29.0509_length_2771	2771
SRR5136452.Contig_91351_33.8704_length_1733	1733
SRR5136452.Contig_100626_34.0584_length_1030	1030
SRR5136452.Contig_114211_22.2542_length_1511	1511
SRR5136453.Contig_52583_24478.5_length_2370	2370
SRR5136453.Contig_55539_6230.72_length_1408	1408
SRR5136453.Contig_94019_22132.4_length_3669	3669
SRR5136453.Contig_104023_8400.72_length_1044	1044
SRR5136454.Contig_23093_6662.95_length_611	611
SRR5136454.Contig_57059_62.2756_length_1526	1526
SRR5136454.Contig_58823_7481.47_length_1018	1018
SRR5136454.Contig_100839_23135.7_length_3335	3335
SRR5136455.Contig_5943_324.616_length_751	751
SRR5136455.Contig_34930_11.8549_length_799	799
SRR5136455.Contig_48864_21.028_length_520	520
SRR5136455.Contig_67505_92.6716_length_690	690
SRR5136455.Contig_76145_459.266_length_1296	1296
SRR5136456.Contig_101147_6.5134_length_729	729
SRR5136457.Contig_7161_94192.7_length_958	958
SRR5136457.Contig_7400_106776_length_1489	1489
SRR5136457.Contig_12965_89697.4_length_2328	2328
SRR5136457.Contig_22319_92497_length_1724	1724
SRR5136457.Contig_23969_22201.9_length_577	577
SRR5136457.Contig_32201_28700.5_length_849	849
SRR5136457.Contig_57951_14068.4_length_629	629
SRR5136457.Contig_61507_84391.7_length_2320	2320
SRR5136458.Contig_595_24.6354_length_2469	2469
SRR5136458.Contig_3635_9.11307_length_1718	1718
SRR5136458.Contig_3927_24.6186_length_1019	1019
SRR5136458.Contig_5916_12.0861_length_1937	1937
SRR5136458.Contig_6220_40.5295_length_13568	13568
SRR5136458.Contig_6267_33.123_length_4108	4108
SRR5136458.Contig_7136_10.0565_length_586	586
SRR5136458.Contig_7154_4.64286_length_1420	1420
SRR5136458.Contig_7753_4.88873_length_703	703
SRR5136458.Contig_8236_13.8947_length_571	571
SRR5136458.Contig_11402_21.0358_length_9872	9872
SRR5136458.Contig_11693_54.8221_length_4079	4079
SRR5136458.Contig_14216_5.95926_length_830	830
SRR5136458.Contig_14530_5.94636_length_542	542
SRR5136458.Contig_14794_62.4466_length_1171	1171
SRR5136458.Contig_14818_8.12158_length_2249	2249
SRR5136458.Contig_15690_5.01715_length_2236	2236
SRR5136458.Contig_15823_8.45067_length_2179	2179
SRR5136458.Contig_15880_4.90504_length_873	873
SRR5136458.Contig_16710_74.4681_length_3699	3699
SRR5136458.Contig_17279_11.7121_length_2385	2385
SRR5136458.Contig_17450_12.9398_length_2278	2278
SRR5136458.Contig_17503_35.405_length_2151	2151
SRR5136458.Contig_17570_20.1984_length_5862	5862
SRR5136458.Contig_17687_10.8749_length_1539	1539
SRR5136458.Contig_18298_12.4544_length_2201	2201
SRR5136458.Contig_18361_8.56555_length_943	943
SRR5136458.Contig_20656_319.825_length_2787	2787
SRR5136458.Contig_21319_41.9787_length_1617	1617
SRR5136458.Contig_21375_11.473_length_631	631
SRR5136458.Contig_21475_6.58673_length_683	683
SRR5136458.Contig_25240_9.5799_length_627	627
SRR5136458.Contig_29660_11.0131_length_2472	2472
SRR5136458.Contig_29685_9.65474_length_1920	1920
SRR5136458.Contig_31824_7.462_length_520	520
SRR5136458.Contig_32253_7.82456_length_1730	1730
SRR5136458.Contig_32644_8.03617_length_877	877
SRR5136458.Contig_33205_6.94165_length_517	517
SRR5136458.Contig_34006_17.0431_length_2364	2364
SRR5136458.Contig_34744_17.1548_length_2675	2675
SRR5136458.Contig_34796_19.5867_length_8494	8494
SRR5136458.Contig_34879_11.8615_length_1551	1551
SRR5136458.Contig_35170_13.2215_length_2431	2431
SRR5136458.Contig_35639_8.03816_length_649	649
SRR5136458.Contig_36019_9.75062_length_822	822
SRR5136458.Contig_36282_7.83952_length_774	774
SRR5136458.Contig_36374_9.23958_length_1460	1460
SRR5136458.Contig_36771_97.1704_length_1593	1593
SRR5136458.Contig_36904_15.7687_length_4965	4965
SRR5136458.Contig_38330_19.8829_length_10052	10052
SRR5136458.Contig_38617_9.15072_length_1347	1347
SRR5136458.Contig_39094_14.836_length_7000	7000
SRR5136458.Contig_39547_19.6639_length_4531	4531
SRR5136458.Contig_39997_24.3196_length_5490	5490
SRR5136458.Contig_40247_5.87818_length_570	570
SRR5136458.Contig_40649_336.809_length_2864	2864
SRR5136458.Contig_41067_4.46275_length_718	718
SRR5136458.Contig_41134_5.82991_length_1284	1284
SRR5136458.Contig_41212_7.28555_length_1722	1722
SRR5136458.Contig_42595_15.761_length_11766	11766
SRR5136458.Contig_42716_14.093_length_945	945
SRR5136458.Contig_42854_5.78185_length_1276	1276
SRR5136458.Contig_42927_43.9826_length_1857	1857
SRR5136458.Contig_42957_61.1392_length_1910	1910
SRR5136458.Contig_43289_8.04623_length_1015	1015
