Run;ReleaseDate;LoadDate;spots;bases;spots_with_mates;avgLength;size_MB;AssemblyName;download_path;Experiment;LibraryName;LibraryStrategy;LibrarySelection;LibrarySource;LibraryLayout;InsertSize;InsertDev;Platform;Model;SRAStudy;BioProject;Study_Pubmed_id;ProjectID;Sample;BioSample;SampleType;TaxID;Kind;Tax_family;ScientificName;SampleName;g1k_pop_code;source;g1k_analysis_group;Subject_ID;Sex;Disease;Tumor;Affection_Status;Analyte_Type;Histological_Type;Body_Site;CenterName;Submission;dbgap_study_accession;Consent;RunHash;ReadHash;Land;Location_spec;ISO3;State;Date;REF;VIRAL
SRR1790684;26/02/2015 16:56;05/02/2015 14:05;26591176;4786411680;26591176;180;3076;;https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/001748/SRR1790684;SRX866636;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP053236;PRJNA274674;2;274674;SRS837601;SAMN03329987;simple;7460;Apis;Apidae;Apis mellifera;GSM1602610;;;;;;;no;;;;;GEO;SRA236531;;public;043BBE8E3EC8A4042988EDC1E3FC2E25;1E451687E34C499BB91572BDC7CF8A7E;USA;University park;USA;Pennsylvania;2015;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR1790687;26/02/2015 16:56;05/02/2015 14:04;26911611;4844089980;26911611;180;3158;;https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/001748/SRR1790687;SRX866639;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP053236;PRJNA274674;2;274674;SRS837596;SAMN03329992;simple;7460;Apis;Apidae;Apis mellifera;GSM1602613;;;;;;;no;;;;;GEO;SRA236531;;public;E216D4A15E716D21DFE0234F3951B04E;7A9EDBFD6F06D71C6AB025D8AA5B7AB1;USA;University park;USA;Pennsylvania;2015;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033249;22/12/2015 15:49;18/12/2015 15:00;17446976;3524289152;17446976;202;2221;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033249;SRX1491989;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213478;SAMN04351088;simple;7460;Apis;Apidae;Apis mellifera;GSM1975508;;;;;;;no;;;;;GEO;SRA320740;;public;5ADCFAC7A744631BA979514C40AE8DA1;D79B2E7821A151BF0FA55A4863FF8CB7;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033251;22/12/2015 15:49;18/12/2015 15:02;21753060;4394118120;21753060;202;2743;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033251;SRX1491991;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213476;SAMN04351090;simple;7460;Apis;Apidae;Apis mellifera;GSM1975510;;;;;;;no;;;;;GEO;SRA320740;;public;A06404D22FD164C50E2E4FD4D299704F;1FBC34A5DF1CB6E80BC7E5F1EA426B18;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033252;22/12/2015 15:49;18/12/2015 15:01;18393402;3715467204;18393402;202;2333;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033252;SRX1491992;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213475;SAMN04351091;simple;7460;Apis;Apidae;Apis mellifera;GSM1975511;;;;;;;no;;;;;GEO;SRA320740;;public;474D73D6E0338FE0E9BC329B07EA0F1B;F68AF9745695C81A0E6C4E6A8B4C1794;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033253;22/12/2015 15:49;18/12/2015 15:02;22264482;4497425364;22264482;202;2840;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033253;SRX1491993;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213474;SAMN04351092;simple;7460;Apis;Apidae;Apis mellifera;GSM1975512;;;;;;;no;;;;;GEO;SRA320740;;public;7F0A5F8E52D99A2B98BBFAA6330AA5A7;AA6757A02FD4B5D4182E584696172C12;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033254;22/12/2015 15:49;18/12/2015 15:00;19800014;3999602828;19800014;202;2482;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033254;SRX1491994;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213473;SAMN04351093;simple;7460;Apis;Apidae;Apis mellifera;GSM1975513;;;;;;;no;;;;;GEO;SRA320740;;public;757F2AD83C5CAA3E53AF25F4CB1B1A14;F0B3198F629430ECB2EED83A6D23DEDC;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033256;22/12/2015 15:49;18/12/2015 14:55;10256838;2071881276;10256838;202;1290;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033256;SRX1491996;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213471;SAMN04351095;simple;7460;Apis;Apidae;Apis mellifera;GSM1975515;;;;;;;no;;;;;GEO;SRA320740;;public;34BD9D220805CF4ACAA3F4F910998EA8;D913F5544EA39B872168153D9F5B0C1E;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033257;22/12/2015 15:49;18/12/2015 15:07;20067746;4053684692;20067746;202;2536;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033257;SRX1491997;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213470;SAMN04351096;simple;7460;Apis;Apidae;Apis mellifera;GSM1975516;;;;;;;no;;;;;GEO;SRA320740;;public;C87433942875A06B69BE6088CE1C84ED;A6C88719897E236F14826EEAF424827A;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033258;22/12/2015 15:49;18/12/2015 15:00;18026479;3641348758;18026479;202;2303;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033258;SRX1491998;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213468;SAMN04351097;simple;7460;Apis;Apidae;Apis mellifera;GSM1975517;;;;;;;no;;;;;GEO;SRA320740;;public;9340FC453D13EA4423BDF85DFB07D390;CD53964226290CBD5166030CEF2BC55F;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033259;22/12/2015 15:49;18/12/2015 15:00;22182787;4480922974;22182787;202;2800;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033259;SRX1491999;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213469;SAMN04351098;simple;7460;Apis;Apidae;Apis mellifera;GSM1975518;;;;;;;no;;;;;GEO;SRA320740;;public;0434DE740B02E4441EFBF742B10B108A;A115BAE9DDE7CEF797412AA83911B010;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033261;22/12/2015 15:49;18/12/2015 14:56;14013198;2830665996;14013198;202;1784;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033261;SRX1492001;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213466;SAMN04351100;simple;7460;Apis;Apidae;Apis mellifera;GSM1975520;;;;;;;no;;;;;GEO;SRA320740;;public;8F1AF54A183F2EF26987CBC4B65C0D14;10E751579B81C019A2307132F848DC97;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033262;22/12/2015 15:49;18/12/2015 15:08;23652416;4777788032;23652416;202;2984;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033262;SRX1492002;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213465;SAMN04351101;simple;7460;Apis;Apidae;Apis mellifera;GSM1975521;;;;;;;no;;;;;GEO;SRA320740;;public;CEB4DF6FA7FDB10ABDB471719DDFAB03;89839091E826558F8A6633B9BB2B088B;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033263;22/12/2015 15:49;18/12/2015 15:02;22460339;4536988478;22460339;202;2816;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033263;SRX1492003;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213463;SAMN04351102;simple;7460;Apis;Apidae;Apis mellifera;GSM1975522;;;;;;;no;;;;;GEO;SRA320740;;public;9CD23E890EE0C9B23F125BB9B3FB108C;DF31CB44EDA2EF73B71BB1EB7AAD87FD;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033264;22/12/2015 15:49;18/12/2015 14:57;17899726;3615744652;17899726;202;2256;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033264;SRX1492004;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213464;SAMN04351103;simple;7460;Apis;Apidae;Apis mellifera;GSM1975523;;;;;;;no;;;;;GEO;SRA320740;;public;D1A6BA0687EF225DAA619715DA5A3372;D71DB526405FF4268206BD8AFE6CED99;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033265;22/12/2015 15:49;18/12/2015 14:58;16360499;3304820798;16360499;202;2030;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033265;SRX1492005;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213462;SAMN04351104;simple;7460;Apis;Apidae;Apis mellifera;GSM1975524;;;;;;;no;;;;;GEO;SRA320740;;public;861B20A3EFC248E30B47695071AA9670;FEA6CE67A14B93D323A78E8C929286D9;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033266;22/12/2015 15:49;18/12/2015 14:57;18072131;3650570462;18072131;202;2226;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033266;SRX1492006;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213461;SAMN04351105;simple;7460;Apis;Apidae;Apis mellifera;GSM1975525;;;;;;;no;;;;;GEO;SRA320740;;public;6FE113A6DAA7878840B62A39B0B69C15;8D6B52DA52807EDBDAA13991A9CBE865;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033268;22/12/2015 15:49;18/12/2015 15:08;22310622;4506745644;22310622;202;2784;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033268;SRX1492008;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213459;SAMN04351107;simple;7460;Apis;Apidae;Apis mellifera;GSM1975527;;;;;;;no;;;;;GEO;SRA320740;;public;B4EA9591E7911DA1115145FFBB8BB18C;8263FE24B139B2EF9B2EBF34944F1B63;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033269;22/12/2015 15:49;18/12/2015 14:59;21650346;4373369892;21650346;202;2711;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033269;SRX1492009;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213458;SAMN04351108;simple;7460;Apis;Apidae;Apis mellifera;GSM1975528;;;;;;;no;;;;;GEO;SRA320740;;public;91DE63078DA5B3518A5F348E8F61DFF0;5144DB03A14C6B191C33AFF71F9F556B;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033270;22/12/2015 15:49;18/12/2015 14:57;16610685;3355358370;16610685;202;2081;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033270;SRX1492010;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213455;SAMN04351109;simple;7460;Apis;Apidae;Apis mellifera;GSM1975529;;;;;;;no;;;;;GEO;SRA320740;;public;6AF3DBF941D65955ED1DEA500A65DFA7;F9AB675F742277ED8D3B3C2B4322268F;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033271;22/12/2015 15:49;18/12/2015 15:01;20531885;4147440770;20531885;202;2585;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033271;SRX1492011;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213457;SAMN04351110;simple;7460;Apis;Apidae;Apis mellifera;GSM1975530;;;;;;;no;;;;;GEO;SRA320740;;public;6F96CE7A33F56792DB26AA2D3425D14A;574B67356A4406FB9F22D73A90003153;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033272;22/12/2015 15:49;18/12/2015 15:05;18509628;3738944856;18509628;202;2307;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033272;SRX1492012;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213456;SAMN04351111;simple;7460;Apis;Apidae;Apis mellifera;GSM1975531;;;;;;;no;;;;;GEO;SRA320740;;public;7933231385B01630B9D7CC9026D3705D;D3DF53BDF11862B13B945E2B56305C7E;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3033273;22/12/2015 15:49;18/12/2015 15:00;21095533;4261297666;21095533;202;2655;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002962/SRR3033273;SRX1492013;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP067582;PRJNA306498;2;306498;SRS1213454;SAMN04351112;simple;7460;Apis;Apidae;Apis mellifera;GSM1975532;;;;;;;no;;;;;GEO;SRA320740;;public;30D80FC9A80D5395836585A5F0AD7BC0;CE92CBD0921A4D0B1189DA20642C83E5;USA;Fallbrook;USA;California;2016;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3675070;23/01/2017 09:30;16/06/2016 12:21;52557453;5255745300;0;100;3263;;https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/003588/SRR3675070;SRX1850514;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2000;SRP076673;PRJNA325930;2;325930;SRS1508236;SAMN05255850;simple;7460;Apis;Apidae;Apis mellifera;GSM2203029;;;;;;;no;;;;;GEO;SRA434344;;public;99FB2148567AD31F776E5982A713847D;05197E3BAA68C55C9C132A6CB50F3AEA;USA;Urbana;USA;Illinois;2017;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR3675077;23/01/2017 09:30;16/06/2016 12:14;58679762;5867976200;0;100;3672;;https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/003588/SRR3675077;SRX1850521;;RNA-Seq;cDNA;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 2000;SRP076673;PRJNA325930;2;325930;SRS1508242;SAMN05255857;simple;7460;Apis;Apidae;Apis mellifera;GSM2203036;;;;;;;no;;;;;GEO;SRA434344;;public;406EEAD7300090EF999D2F339B09B30F;DC54B7530CAB271BCF78AFB3B22FB169;USA;Urbana;USA;Illinois;2017;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR4017751;18/10/2016 17:46;10/08/2016 13:23;25590708;5118141600;25590708;200;3073;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003923/SRR4017751;SRX2011538;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP081226;PRJNA338450;2;338450;SRS1608887;SAMN05558744;simple;7460;Apis;Apidae;Apis mellifera;GSM2266834;;;;;;;no;;;;;GEO;SRA451085;;public;5959E305586E309B1C45B7C77456A916;EF7A729CD90766003B6EDF2BA783DF15;USA;Urbana;USA;Illinois;2013;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR4017752;18/10/2016 17:46;10/08/2016 13:22;24704311;4940862200;24704311;200;2983;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003923/SRR4017752;SRX2011539;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP081226;PRJNA338450;2;338450;SRS1608889;SAMN05558743;simple;7460;Apis;Apidae;Apis mellifera;GSM2266835;;;;;;;no;;;;;GEO;SRA451085;;public;4A376ACDED115F3270A6863D9A2A5331;777281155C71EA785A38B0E7C1602DE2;USA;Urbana;USA;Illinois;2013;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR4017753;18/10/2016 17:46;10/08/2016 13:24;21218923;4243784600;21218923;200;2659;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003923/SRR4017753;SRX2011540;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP081226;PRJNA338450;2;338450;SRS1608888;SAMN05558742;simple;7460;Apis;Apidae;Apis mellifera;GSM2266836;;;;;;;no;;;;;GEO;SRA451085;;public;018F41213E03A392C84B76188471C737;D23AD4EBC306100374B7C8E57A0F04C1;USA;Urbana;USA;Illinois;2013;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR4017754;18/10/2016 17:46;10/08/2016 13:23;25629550;5125910000;25629550;200;3193;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003923/SRR4017754;SRX2011541;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP081226;PRJNA338450;2;338450;SRS1608890;SAMN05558741;simple;7460;Apis;Apidae;Apis mellifera;GSM2266837;;;;;;;no;;;;;GEO;SRA451085;;public;CDFA7D4255FFA736322F0C6E2F79CB70;2F06F90F8212CA3F192E352B029FAB4C;USA;Urbana;USA;Illinois;2013;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR4017755;18/10/2016 17:46;10/08/2016 13:25;22939802;4587960400;22939802;200;2758;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003923/SRR4017755;SRX2011542;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP081226;PRJNA338450;2;338450;SRS1608891;SAMN05558740;simple;7460;Apis;Apidae;Apis mellifera;GSM2266838;;;;;;;no;;;;;GEO;SRA451085;;public;D10EAF8E4A2BC056838A439016A26DE5;417C44AE44E78A2D25CDA3FD91EA3DC5;USA;Urbana;USA;Illinois;2013;https://www.ncbi.nlm.nih.gov/pubmed/27852762;No
SRR4017756;18/10/2016 17:46;10/08/2016 13:26;32780253;6556050600;32780253;200;3881;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003923/SRR4017756;SRX2011543;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP081226;PRJNA338450;2;338450;SRS1608892;SAMN05558739;simple;7460;Apis;Apidae;Apis mellifera;GSM2266839;;;;;;;no;;;;;GEO;SRA451085;;public;17F94B69C6C295E77497D9023887DE8F;21E648AFC9F2B0D32706A797BBA08EDE;USA;Urbana;USA;Illinois;2013;https://www.ncbi.nlm.nih.gov/pubmed/29626726;No
SRR4017757;18/10/2016 17:46;10/08/2016 13:27;31541170;6308234000;31541170;200;3869;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003923/SRR4017757;SRX2011544;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP081226;PRJNA338450;2;338450;SRS1608893;SAMN05558737;simple;7460;Apis;Apidae;Apis mellifera;GSM2266840;;;;;;;no;;;;;GEO;SRA451085;;public;5A4C4FB78FC7BA0ED36CA9E0D7A5F473;E6F425FEEDB5FC9CB699DAB54C2D55D7;USA;Urbana;USA;Illinois;2013;https://link.springer.com/article/10.1007/s00265-014-1869-6;No
SRR4017758;18/10/2016 17:46;10/08/2016 13:26;28821216;5764243200;28821216;200;3465;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003923/SRR4017758;SRX2011545;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP081226;PRJNA338450;2;338450;SRS1608894;SAMN05558738;simple;7460;Apis;Apidae;Apis mellifera;GSM2266841;;;;;;;no;;;;;GEO;SRA451085;;public;45FBA0C5EA25B7741ADF5B4846D9364A;88149C5E553794789245BF1137C5B2DF;USA;Urbana;USA;Illinois;2013;https://link.springer.com/article/10.1007/s00265-014-1869-6;No
SRR4017759;18/10/2016 17:46;10/08/2016 13:25;25391006;5078201200;25391006;200;3065;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003923/SRR4017759;SRX2011546;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP081226;PRJNA338450;2;338450;SRS1608895;SAMN05558736;simple;7460;Apis;Apidae;Apis mellifera;GSM2266842;;;;;;;no;;;;;GEO;SRA451085;;public;71A9D001CC16B3AEB315A78FB9DEE843;3DEB17E385513F24CFDB325CC93ADFCC;USA;Urbana;USA;Illinois;2013;NA;NA
SRR4017760;18/10/2016 17:46;10/08/2016 13:26;26721069;5344213800;26721069;200;3223;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003923/SRR4017760;SRX2011547;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP081226;PRJNA338450;2;338450;SRS1608896;SAMN05558735;simple;7460;Apis;Apidae;Apis mellifera;GSM2266843;;;;;;;no;;;;;GEO;SRA451085;;public;16A624EC9F73F409E3A734258C9F8328;04027CAE7E18A94885BB3A13290E5894;USA;Urbana;USA;Illinois;2013;https://www.ncbi.nlm.nih.gov/pubmed/28328153;No
SRR4017761;18/10/2016 17:46;10/08/2016 13:27;30512521;6102504200;30512521;200;3652;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003923/SRR4017761;SRX2011548;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP081226;PRJNA338450;2;338450;SRS1608897;SAMN05558734;simple;7460;Apis;Apidae;Apis mellifera;GSM2266844;;;;;;;no;;;;;GEO;SRA451085;;public;62ED510029C339B03109FD31AE6D9072;EA5E438E8B2D283AD2D52E36DF501968;USA;Urbana;USA;Illinois;2013;https://www.ncbi.nlm.nih.gov/pubmed/28328153;No
SRR4017762;18/10/2016 17:46;10/08/2016 13:26;25242969;5048593800;25242969;200;3025;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003923/SRR4017762;SRX2011549;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP081226;PRJNA338450;2;338450;SRS1608898;SAMN05558725;simple;7460;Apis;Apidae;Apis mellifera;GSM2266845;;;;;;;no;;;;;GEO;SRA451085;;public;AA0B2C8BBB457F15E71295BA959EEBF5;0D3D22F81984BF8AEC2F7528C3D2E81D;USA;Urbana;USA;Illinois;2013;https://www.ncbi.nlm.nih.gov/pubmed/28328153;No
SRR4017763;18/10/2016 17:46;10/08/2016 13:28;28494485;5698897000;28494485;200;3556;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003923/SRR4017763;SRX2011550;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP081226;PRJNA338450;2;338450;SRS1608899;SAMN05558733;simple;7460;Apis;Apidae;Apis mellifera;GSM2266846;;;;;;;no;;;;;GEO;SRA451085;;public;B3BAFC127A3A81A930370F56A1B2B3D5;A3E5841D0737D2555176557DD9E1450C;USA;Urbana;USA;Illinois;2013;https://www.ncbi.nlm.nih.gov/pubmed/28328153;No
SRR4017764;18/10/2016 17:46;10/08/2016 13:29;30452113;6090422600;30452113;200;3646;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003923/SRR4017764;SRX2011551;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP081226;PRJNA338450;2;338450;SRS1608900;SAMN05558728;simple;7460;Apis;Apidae;Apis mellifera;GSM2266847;;;;;;;no;;;;;GEO;SRA451085;;public;68E0FF2C1823E788BD5CD574D9562DC5;12EC2000D57EFFC87B701F4398C4A774;USA;Urbana;USA;Illinois;2013;https://www.ncbi.nlm.nih.gov/pubmed/28328153;No
SRR4017765;18/10/2016 17:46;10/08/2016 13:27;28354331;5670866200;28354331;200;3464;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003923/SRR4017765;SRX2011552;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP081226;PRJNA338450;2;338450;SRS1608902;SAMN05558732;simple;7460;Apis;Apidae;Apis mellifera;GSM2266848;;;;;;;no;;;;;GEO;SRA451085;;public;29C672F0F17DEE12365DF2C2D4A7EDBC;E5366426B660415EFF932988D5561998;USA;Urbana;USA;Illinois;2013;https://www.ncbi.nlm.nih.gov/pubmed/28328153;No
